Invoice,Amount
0888402-IN,380
H78059I-IN,26.78
AUG1066-FC,0.82
H75981I-IN,2.3
0082725-PP,-29.93
H77237I-IN,18.99
0880180-IN,132.2
0886898-IN,328.3
0887249-IN,1284
W260630-IN,186
W261663-IN,2202.6
W265039-IN,581.6
W265367-IN,183.56
0020325-PP,-439.17
S346110-IN,292.5
S343947-IN,225.3
S343951-IN,525
0884123-IN,57
0886704-IN,14.5
CL49139-IN,757.76
W265019-IN,36.8
W265262-IN,99
0033125-PP,-143.65
0072425-PP,-12.58
092225A-PP,-200
092225B-PP,-200
S067351-IN,399.3
0884527-IN,224.38
0889495-IN,1913.5
CL49141-IN,177.51
H76941I-IN,66.06
H77027I-IN,36.58
H77164I-IN,11.66
H77300I-IN,69.07
H77365I-IN,19.06
S345142-IN,725
W265701-IN,80
W265731-IN,60
PB0925-PP,-2465
0030724-PP,-23.01
PP0717-PP,-261.2
PP0926-PP,-200
S344719-IN,500.55
0092624-PP,-2000
PB1025-PP,-2000
S346625-IN,421.54
S346626-IN,420.84
0021624-PP,-560
0101524-PP,-1400
W265732-IN,60
0091523-PP,-1000
S327430-IN,1140.75
0886262-IN,3237.4
CL49144-IN,1191.32
PP0912-PP,-237.5
0061125-PP,-90.59
PB92925-PP,-4500
AUG1068-FC,2.38
S335335-IN,238.38
SEP1098-FC,2.38
0000822-PP,-100
0000903-PP,-100
0801CC-PP,-100
1004CC-PP,-100
APR0981-FC,6.32
AUG1069-FC,6.32
FEB1132-FC,2.55
JAN1080-FC,2.55
JUL0874-FC,6.32
JUN0896-FC,6.32
MAR1087-FC,2.55
MAY0964-FC,6.32
S311350-IN,204.34
S325324-IN,301.6
SEP1099-FC,6.32
FA0224-PP,-919
FM0323-PP,-500
CASH25-PP,-148.34
FM0425-PP,-2267
S341722-IN,471.54
S341723-IN,363.5
SEP1100-FC,10.44
PP0701-PP,-11.64
0101025-PP,-500
S346118-IN,376.5
W261209-IN,90
0000123-PP,-180.4
FA0323-PP,-1069.01
FA0425-PP,-803
FA0525-PP,-442
FA0525-PP,-505
FA1224-PP,-918
APR0985-FC,7.39
AUG1070-FC,6.14
DEC1098-FC,2.37
FEB1135-FC,2.37
JAN1082-FC,2.37
JUL0876-FC,7.39
JUN0898-FC,7.39
MAR1092-FC,7.39
MAY0967-FC,7.39
S066943-IN,401.6
S305773-IN,300
SEP1101-FC,6.14
FA0625-PP,-443.08
W265756-IN,90
AUG1071-FC,0.23
JUL0877-FC,0.23
JUN0899-FC,0.23
SEP1102-FC,0.23
W250768-IN,90
H75292I-IN,87.92
H77878I-IN,196.8
0041725-PP,-50
0050525-PP,-50
0051625-PP,-50
0060625-PP,-50
0061625-PP,-50
0063025-PP,-50
0071725-PP,-50
0072925-PP,-50
0081425-PP,-50
0082525-PP,-50
0090825-PP,-50
0092225-PP,-50
0100725-PP,-50
0883844-IN,1007.7
S342439-IN,581.16
0001218-PP,-8.27
FA0425-PP,-574
FA0525-PP,-316
0092225-PP,-48.16
0041725-PP,-100
0050525-PP,-100
FA0225-PP,-803
FA0525-PP,-442
FA1023-PP,-918
S343250-IN,862.5
0000923-PP,-236
APR0991-FC,2.96
AUG1072-FC,2.96
JUL0882-FC,2.96
JUN0905-FC,2.96
MAY0972-FC,2.96
S323952-IN,236.41
SEP1103-FC,2.96
FA0524-PP,-287
FA0525-PP,-316
FA1124-PP,-574
S344433-IN,450.45
0204CC-PP,-500
APR0993-FC,3.75
AUG1073-FC,2.5
JUL0883-FC,2.5
JUN0907-FC,2.5
MAR1100-FC,3.75
MAY0974-FC,3.75
S320631-IN,400
SEP1104-FC,2.5
0100825-PP,-345
0889015-IN,345
FA0224-PP,-722
FM0722-PP,-500
APR0995-FC,0.91
AUG1074-FC,0.91
FEB1142-FC,0.91
JUL0884-FC,0.91
JUN0908-FC,0.91
MAR1102-FC,0.91
MAY0975-FC,0.91
S319307-IN,572.2
SEP1105-FC,1.66
W257502-IN,60
0000129-PP,-622.69
FA0224-PP,-1933.54
S343332-IN,229.68
FA0525-PP,-442
W265757-IN,90
0000522-PP,-168.67
S342856-IN,555.6
SEP1106-FC,6.95
0000818-PP,-554.01
H76327I-IN,37.5
SEP1107-FC,1.13
W261211-IN,90
FA0624-PP,-459
W265758-IN,80
FA0525-PP,-379
FA1124-PP,-689
W265759-IN,90
FA0224-PP,-148.03
FA0524-PP,-229.5
FA0525-PP,-574
S346536-IN,302.7
S338800-IN,290.73
SEP1109-FC,2.38
AUG1079-FC,3.75
0011325-PP,-350.21
0092225-PP,-245
S344316-IN,300.45
S342838-IN,300.3
APR1006-FC,4.88
AUG1080-FC,4.88
JUL0892-FC,4.88
JUN0914-FC,4.88
MAR1111-FC,4.88
MAY0982-FC,4.88
S322526-IN,390.78
SEP1110-FC,4.88
S344965-IN,498.75
W526150-PP,-100
S320639-IN,351.2
S346587-IN,150.45
SEP1111-FC,7.73
S345799-IN,1200
S338284-IN,218.81
SEP1112-FC,2.74
APR1011-FC,1.87
AUG1082-FC,1.87
DEC1114-FC,1.87
FEB1154-FC,1.87
JAN1099-FC,1.87
JUL0894-FC,1.87
JUN0917-FC,1.87
MAR1116-FC,1.87
MAY0985-FC,1.87
NOV1156-FC,1.87
S303929-IN,436.74
SEP1113-FC,1.87
0041624-PP,-100
FA0524-PP,-401.5
APR1012-FC,0.88
AUG0992-FC,0.88
AUG1083-FC,0.88
DEC1115-FC,0.88
FEB1155-FC,0.88
JAN1100-FC,0.88
JUL0895-FC,0.88
JUL0974-FC,1.05
JUN0918-FC,0.88
JUN1043-FC,1.05
MAR1117-FC,0.88
MAY0986-FC,0.88
MAY1032-FC,1.05
NOV1157-FC,0.88
OCT1005-FC,0.88
SEP1032-FC,0.88
SEP1114-FC,0.88
W216554-IN,70
0736427-IN,592.61
APR1013-FC,8.35
APR1193-FC,8.81
AUG0993-FC,8.35
AUG1085-FC,8.35
DEC1116-FC,8.35
FEB1156-FC,8.35
FEB1298-FC,8.81
JAN1101-FC,8.35
JUL0897-FC,8.35
JUL0975-FC,10.01
JUN0920-FC,8.35
JUN1045-FC,8.81
MAR1119-FC,8.35
MAR1222-FC,8.81
MAY0988-FC,8.35
MAY1034-FC,8.81
NOV1158-FC,8.35
OCT1006-FC,8.35
SEP1033-FC,8.35
SEP1116-FC,8.35
W220135-IN,80
0000129-PP,-688.26
FA0525-PP,-1148
FA0323-PP,-2854.96
FA0325-PP,-918
FA0524-PP,-459
FA0525-PP,-505
FA1123-PP,-918
0000613-PP,-48.04
APR1016-FC,3.44
AUG1086-FC,3.44
JUL0900-FC,3.44
JUN0922-FC,3.44
MAY0991-FC,3.44
S067025-IN,401.4
SEP1117-FC,3.44
0000404-PP,-0.84
FA0525-PP,-316
0032825-PP,-50
0041025-PP,-50
0042525-PP,-50
0050925-PP,-50
0052325-PP,-50
0060625-PP,-50
0062025-PP,-50
0070725-PP,-50
0071725-PP,-50
0073125-PP,-50
0081425-PP,-50
0082825-PP,-50
0091225-PP,-50
0100325-PP,-50
0100925-PP,-50
FA0224-PP,-42.83
FA0524-PP,-459
W243552-IN,70
0071825-PP,-3.89
0081525-PP,-50
0082925-PP,-50
0847181-IN,62.6
APR1018-FC,4.39
AUG1087-FC,5.25
JUL0901-FC,6.19
JUN0924-FC,7.06
MAY0993-FC,7.21
S329071-IN,300.8
SEP1118-FC,4.52
W258046-IN,62.6
FA0525-PP,-631
S346429-IN,540.3
AUG1088-FC,6.97
JUL0903-FC,6.97
JUN0926-FC,2.35
S332876-IN,370.19
S346098-IN,150.45
SEP1119-FC,6.97
0870320-IN,67.1
APR1021-FC,7.05
AUG1089-FC,6.14
JUL0904-FC,5.8
JUN0927-FC,5.8
MAR1124-FC,0.45
MAY0996-FC,7.05
S067031-IN,601.6
SEP1120-FC,5.7
W261212-IN,60
FA0524-PP,-459
FA0525-PP,-442
FA1124-PP,-803
S345965-IN,301.65
FA0524-PP,-574
FA0325-PP,-459
FA0525-PP,-252
W228540-IN,90
W265688-IN,90
0926CC-PP,-224.17
0100925-PP,-300
0012125-PP,-100
0020425-PP,-100
0021825-PP,-100
0030425-PP,-100
0031825-PP,-100
0032824-PP,-1169.81
0040125-PP,-100
0040224-PP,-100
0041525-PP,-100
0041624-PP,-100
0042925-PP,-100
0043024-PP,-100
0051325-PP,-100
0051424-PP,-100
0052725-PP,-100
0052824-PP,-100
0061025-PP,-100
0061124-PP,-100
0062425-PP,-100
0062524-PP,-100
0070825-PP,-100
0070924-PP,-100
0072225-PP,-100
0072324-PP,-100
0080525-PP,-100
0080624-PP,-100
0081925-PP,-100
0082024-PP,-100
0090225-PP,-100
0090324-PP,-100
0091625-PP,-100
0091724-PP,-100
0093025-PP,-100
0100124-PP,-100
0101425-PP,-100
0101624-PP,-100
0102924-PP,-100
0111224-PP,-100
0112624-PP,-100
0121024-PP,-100
0122424-PP,-100
S335313-IN,225.75
FA0524-PP,-459
W265760-IN,90
FA0524-PP,-344.5
FA0525-PP,-252
FA1124-PP,-459
W261213-IN,80
APR1025-FC,6.5
AUG1091-FC,6.5
JUL0906-FC,6.5
JUN0929-FC,6.5
MAR1128-FC,6.5
MAY0999-FC,6.5
S319582-IN,740.8
SEP1121-FC,6.5
0000108-PP,-200
FA0225-PP,-918
FA0525-PP,-505
0091625-PP,-500
0091125-PP,-100
0100325-PP,-100
S345258-IN,225.15
FA0525-PP,-505
0812CSH-PP,-1.26
S341562-IN,429.2
SEP1123-FC,5.35
AUG1093-FC,1.39
JUL0910-FC,1.39
JUN0934-FC,1.39
S330510-IN,239.59
SEP1124-FC,1.39
FA0525-PP,-442
FA1124-PP,-803
S346121-IN,231.45
APR1031-FC,4.79
AUG1094-FC,6.24
JUL0911-FC,6.24
JUN0935-FC,7.8
MAR1131-FC,1.47
MAY1004-FC,3.54
S067009-IN,401.4
S330010-IN,390.78
SEP1125-FC,5.62
AUG1095-FC,3.75
S338868-IN,300
SEP1126-FC,3.75
0742929-IN,645.1
APR1033-FC,23.49
APR1211-FC,32.23
AUG1004-FC,21.64
AUG1096-FC,21.41
DEC1126-FC,22.86
DEC1381-FC,31.1
FEB1168-FC,25.36
FEB1311-FC,25.25
JAN1113-FC,20.36
JAN1213-FC,31.1
JUL0912-FC,21.61
JUL0987-FC,27.41
JUN0936-FC,21.61
JUN1061-FC,30.41
MAR1133-FC,25.36
MAR1241-FC,32.23
MAY1005-FC,23.49
MAY1052-FC,30.41
NOV1169-FC,18.61
NOV1340-FC,33.35
OCT1015-FC,22.23
S308788-IN,340
S319634-IN,400
S346177-IN,301.35
SEP1043-FC,22.23
SEP1127-FC,21.41
W227545-IN,290.15
FA0525-PP,-442
FA1124-PP,-803
FA05252-PP,-505
FA0525-PP,-918
FA1224-PP,-689
S337696-IN,493
SEP1128-FC,3.04
0887260-IN,74.75
0032824-PP,-21.63
H75257I-IN,6.99
H75447I-IN,8.76
H75477I-IN,25.47
H75515I-IN,126.98
H75529I-IN,0.74
H75658I-IN,39.49
H75915I-IN,45.95
H77188I-IN,23.98
H77260I-IN,24.99
H78021I-IN,113.99
H78068I-IN,64.99
H78158I-IN,0.54
H78161I-IN,32.45
H78389I-IN,4.5
0001010-PP,-0.01
H77433I-IN,424.8
H77484I-IN,97.52
H77579I-IN,8.58
H77600I-IN,32
PP0616-PP,-9.44
S344499-IN,219.9
S067370-IN,676.05
S346542-IN,227.85
CL49147-IN,465.42
H77247I-IN,77.18
H78084I-IN,13.92
W261214-IN,60
W265009-IN,523.9
W265297-IN,68
W265949-IN,447.2
0101025-PP,-20
0888553-IN,288.94
0888557-IN,185.2
W265733-IN,25
CL49150-IN,597.88
0888751-IN,511.5
S346351-IN,255.2
B753146-IN,-86.23
B753262-IN,-13.77
S345107-IN,452.4
0032824-PP,-3977.97
PB1124-PP,-3000
S343036-IN,571.95
0092325-PP,-29.53
0052925-PP,-480.86
0823483-IN,111.71
APR1043-FC,30.06
AUG1099-FC,36.56
CL41242-IN,1055.53
CL44722-IN,1380.06
CL48191-IN,627.52
JAN1118-FC,14.87
JUL0916-FC,19.31
JUN0941-FC,5.79
MAR1143-FC,3.87
S333125-IN,684.5
S338837-IN,682.66
SEP1130-FC,17.51
CL49152-IN,162.22
SEP1131-FC,3.21
S345558-IN,362.94
W265761-IN,30
AUG1100-FC,3.85
S334043-IN,337.95
H77461I-IN,34
H77482I-IN,39.91
H77492I-IN,21.45
H77653I-IN,28
H78085I-IN,16.47
H78269I-IN,0.6
W262423-IN,28.2
0887022-IN,29
S067353-IN,454.65
0887016-IN,56.4
W264944-IN,60.4
W265373-IN,94.6
S338266-IN,440.51
0000818-PP,-1325.01
W261188-IN,80
W254041-IN,80
S067368-IN,361.05
S345086-IN,481.2
0829572-IN,54.75
0836210-IN,312.5
0838961-IN,506
APR1046-FC,15.48
AUG1101-FC,11.45
FEB1177-FC,3.74
JUL0918-FC,11.45
JUN0944-FC,13.92
MAR1147-FC,5.25
MAY1011-FC,14.86
SEP1132-FC,12.45
W257916-IN,80
B753656-IN,-127.03
APR1047-FC,4.82
AUG1009-FC,4.82
AUG1102-FC,4.82
DEC1135-FC,4.82
FEB1178-FC,4.82
JAN1123-FC,4.82
JUL0920-FC,4.82
JUL0990-FC,5.78
JUN0946-FC,4.82
JUN1067-FC,5.78
MAR1148-FC,4.82
MAY1012-FC,4.82
MAY1063-FC,5.78
NOV1181-FC,4.82
OCT1024-FC,4.82
S288324-IN,430
SEP1048-FC,4.82
SEP1133-FC,4.82
S001162-IN,363.37
SEP1134-FC,6.04
W257917-IN,120
SEP1135-FC,5.45
0841106-IN,16.35
0845143-IN,46.51
0847860-IN,42.65
0873526-IN,17.06
AUG1103-FC,34.97
CL40468-IN,284.57
CL42205-IN,724.38
CL43953-IN,847.89
CL45679-IN,835.61
JUL0921-FC,24.53
JUN0948-FC,13.93
MAY1014-FC,4.34
SEP1136-FC,35.19
0101725-PP,-115
B810107-IN,-1148
S345728-IN,361.2
CL49155-IN,345.69
0032725-PP,-60.35
W265692-IN,80
W265734-IN,80
0001218-PP,-1193.01
W265762-IN,60
0887100-IN,927
W265436-IN,137.8
0022825-PP,-100
0031425-PP,-100
0032825-PP,-100
0041125-PP,-100
0042525-PP,-100
0050925-PP,-100
0052325-PP,-100
0060625-PP,-100
0062025-PP,-100
0070325-PP,-100
0071825-PP,-100
0080125-PP,-100
0081525-PP,-100
0082925-PP,-100
0091525-PP,-100
0092625-PP,-100
S344991-IN,675.3
PP0628-PP,-3.67
H77394I-IN,27.46
H77991I-IN,74.69
0100725-PP,-60
MAR1153-FC,1.33
S345364-IN,75.75
W261215-IN,90
W995546-PP,-150
APR1051-FC,3.66
AUG1105-FC,3.66
JUL0922-FC,3.66
JUN0950-FC,3.66
MAR1154-FC,3.66
MAY1018-FC,3.66
S000968-IN,292.89
SEP1137-FC,3.66
S343915-IN,226.2
W265763-IN,70
W265689-IN,120
0888734-IN,82.65
S345135-IN,797.94
W265764-IN,120
CL47417-IN,591.91
CL49158-IN,309.19
SEP1141-FC,7.4
0868471-IN,41979.2
0883281-IN,41006.97
AUG1109-FC,525.53
H71281I-IN,49.45
H71464I-IN,13.78
JUL0928-FC,479.32
JUN0955-FC,479.32
MAR1157-FC,514.15
SEP1142-FC,1038.12
AUG1110-FC,1.49
H76966I-IN,118.99
H77427R-IN,-118.99
W265394-IN,396
0890656-IN,1494.52
CL47418-IN,1229.67
CL49159-IN,465.71
SEP1143-FC,5.91
W257069-IN,65.75
0888476-IN,96.45
0890577-IN,91.74
CL49162-IN,100.64
H76302I-IN,9.99
0062425-PP,-4.27
S344084-IN,301.65
S344086-IN,150.9
0092523-PP,-82
0754731-IN,-34
CL49163-IN,333.81
W261177-IN,45
S340451-IN,473.14
SEP1144-FC,4.66
PB8725-PP,-1450
CL49165-IN,103.8
PP1017-PP,-381.3
S345622-IN,581.31
B923-IN,-3023
W265765-IN,80
H75201I-IN,26.98
0000616-PP,-9.18
0041525-PP,-100
0042925-PP,-100
0051325-PP,-100
0052725-PP,-100
0061025-PP,-100
0062425-PP,-100
0070825-PP,-100
0072225-PP,-100
0080525-PP,-100
0081925-PP,-100
0082024-PP,-100
0090225-PP,-100
0090324-PP,-100
0091625-PP,-100
0091724-PP,-100
0093025-PP,-100
0100124-PP,-100
0101425-PP,-100
0101524-PP,-100
0102924-PP,-100
0111224-PP,-100
0112624-PP,-100
0121024-PP,-100
0122424-PP,-100
0851243-IN,30.9
0887443-IN,36.99
0889984-IN,80.09
0879553-IN,4438.75
0880582-IN,140
0881375-IN,163
0882161-IN,6000
0887392-IN,31.5
H77541I-IN,10.7
W265766-IN,120
0882307-IN,36.86
0883487-IN,734.47
0885719-IN,149
SEP1145-FC,25.09
W265767-IN,120
W265768-IN,80
AUG1113-FC,3.01
S338595-IN,240.9
SEP1146-FC,3.01
W265769-IN,120
S067344-IN,221.85
W265770-IN,1
H75811I-IN,47.23
S344114-IN,1131
S344116-IN,319
S344117-IN,580
S344118-IN,536.5
S344119-IN,1160
S344401-IN,323.06
W261178-IN,120
CL49168-IN,96.75
S344357-IN,508.66
SEP1147-FC,6.36
B231217-IN,-50
0000210-PP,-1487.11
S341156-IN,565.79
S345097-IN,601.2
S345098-IN,601.35
0887783-IN,9840.97
SEP1148-FC,122.83
0886927-IN,37.82
0887020-IN,2.5
0889909-IN,43.13
0890665-IN,34.89
H74240P-IN,-90
H76830I-IN,69.29
H76916R-IN,-49.89
S345313-IN,942.65
S345435-IN,362.5
W265673-IN,1
W265674-IN,1
W265675-IN,1
W265676-IN,1
W265677-IN,1
W265678-IN,1
W265679-IN,1
W265680-IN,1
W265681-IN,1
W265682-IN,1
W265683-IN,2
W265684-IN,3
W265685-IN,1
W265686-IN,1
W265690-IN,120
H74147I-IN,143.73
H74461I-IN,61.96
SEP1149-FC,2.57
S343853-IN,376.5
W265771-IN,70
0880049-IN,1846.22
0880429-IN,120.16
0880484-IN,212.08
0883391-IN,25.2
0883617-IN,265.34
SEP1150-FC,233.92
APR1060-FC,7.07
AUG1114-FC,9.5
CL38782-IN,565.98
CL40487-IN,489.14
CL42225-IN,80.55
JUL0935-FC,10.45
JUN0962-FC,11.7
MAY1030-FC,10.69
SEP1151-FC,9.5
S326774-IN,562.58
S326775-IN,1462.5
APR1061-FC,2.54
AUG1115-FC,2.54
H61089I-IN,7.2
JUL0936-FC,2.54
JUN0963-FC,2.54
MAR1163-FC,2.45
MAY1031-FC,2.54
SEP1152-FC,2.54
B317655-IN,-51.99
0889035-IN,14.18
H77859I-IN,16.7
W265671-IN,64
0886774-IN,1050
0888399-IN,1900
W265946-IN,36.9
0890095-IN,997.26
S001275-IN,101.94
H77444I-IN,2.79
H77626I-IN,91.35
H77873I-IN,17.99
FA0125-PP,-574
FA0525-PP,-316
CL49175-IN,89.52
H78034I-IN,15.47
0881284-IN,77.55
0881285-IN,64.71
0884211-IN,580
0885334-IN,135
W265735-IN,100
S345551-IN,58.29
W261218-IN,60
0887015-IN,147.6
AUG1117-FC,5.22
JUL0937-FC,9.38
JUN0965-FC,6.51
S330373-IN,391.56
S346375-IN,451.35
SEP1153-FC,5.22
W248710-IN,55.5
W254043-IN,147
0091625-PP,-435
S346283-IN,236.5
W261219-IN,80
0881769-IN,60
H75091I-IN,31.6
H75115I-IN,5.29
H75590I-IN,2.98
H76211I-IN,6.58
H76241I-IN,7.98
H76279I-IN,4.49
H76353I-IN,55.96
H76385R-IN,-27.98
H77353I-IN,17.99
H77532I-IN,8.27
H77839I-IN,59.37
H77953I-IN,7.49
H78111R-IN,-59.37
H78182I-IN,15.55
H78206I-IN,1.35
0879708-IN,1016.4
0880235-IN,376
0886581-IN,690
0886841-IN,960
W260987-IN,436
W263562-IN,2366.4
W265372-IN,135
AUG1121-FC,9
JUL0938-FC,10.24
JUN0967-FC,10.74
MAY1035-FC,10.74
S067350-IN,300.3
S067399-IN,300.15
S331186-IN,380.57
S333798-IN,360.54
SEP1154-FC,9
W265772-IN,80
0884096-IN,144.16
0884154-IN,82.57
0887572-IN,239.53
W265013-IN,4.5
0886993-IN,105
S001262-IN,403.95
0882327-IN,900.74
0884120-IN,180.09
0884133-IN,79.96
0887569-IN,5366.6
CL49179-IN,7092.05
H75044I-IN,6.95
H75260I-IN,93.36
H75755I-IN,2.8
H75913I-IN,14.99
H76905I-IN,36.56
H77199I-IN,14.98
H78261I-IN,9.49
W265693-IN,80
W265702-IN,80
FA0323-PP,-1834.47
0881534-IN,1382.79
0888020-IN,1344.18
0890091-IN,2961.92
CL49180-IN,1316.86
SEP1155-FC,10.36
W265773-IN,50
W265774-IN,45
0001218-PP,-1101.62
PP1014-PP,-400
S346395-IN,240.6
S346396-IN,679.5
0697423-IN,80
0736238-IN,432.82
0789729-IN,80
APR1068-FC,22.08
APR1252-FC,47.85
AUG1035-FC,31.5
AUG1124-FC,19.23
AUG1257-FC,52.15
B123221-FC,48.52
B319869-IN,80
B58317-IN,742.95
B823151-FC,51.81
BFC28-FC,51.81
DEC1152-FC,27.43
DEC1436-FC,45.85
FEB1194-FC,26.45
FEB1357-FC,49.35
JAN1138-FC,28.43
JAN1248-FC,45.85
JUL0942-FC,20.21
JUL1009-FC,44.1
JUL1307-FC,52.15
JUN0971-FC,20.21
JUN1094-FC,44.1
JUN1273-FC,55.15
MAR1170-FC,23.96
MAR1285-FC,49.35
MAY1040-FC,22.08
MAY1088-FC,45.97
MAY1331-FC,55.15
NOV1203-FC,27.43
NOV1403-FC,45.85
OCT1042-FC,29.31
OCT1246-FC,47.35
S067010-IN,200.4
SEP1072-FC,30.87
SEP1158-FC,19.23
SEP1297-FC,47.35
W237185-IN,80
W257920-IN,80
CC0923-PP,-66.27
FA0425-PP,-229.5
FA0524-PP,-197.1
S339202-IN,508.52
SEP1159-FC,6.36
H72455P-IN,-120
0052725-PP,-2.51
0081925-PP,-3.5
W265775-IN,50
0878541-IN,79.67
0878634-IN,112.46
CL47441-IN,2660
CL49181-IN,869.49
JUL0943-FC,50.91
SEP1160-FC,35.65
AUG1125-FC,113.59
S345938-IN,101.79
H77599I-IN,2.29
0889020-IN,225.99
S345136-IN,580.29
0005225-PP,-200
0060625-PP,-200
0070725-PP,-200
0080525-PP,-200
W258492-IN,643
W261659-IN,205
CL49183-IN,569.3
H76184I-IN,10.28
H76715I-IN,37.5
0082523-PP,-64.96
PP1008-PP,-46.68
1010CC-PP,-200
0880270-IN,118.67
0880350-IN,18.67
0881087-IN,284.46
0881370-IN,1245.06
CL47444-IN,135.21
CL49184-IN,907.64
H74221I-IN,41.5
H78260I-IN,69.5
SEP1161-FC,2.21
CL49185-IN,86.07
S338310-IN,580
S338311-IN,870
0092325-PP,-100
0101525-PP,-100
S001252-IN,72.5
SEP1162-FC,0.91
0890650-IN,1195.35
W265736-IN,80
0888989-IN,8.82
CL49186-IN,64
PP0818-PP,-71.63
PP1017-PP,-141.55
AUG1128-FC,2.3
CL47449-IN,122.01
CL49188-IN,236.96
H73914I-IN,5.95
SEP1163-FC,1.6
FM1224-PP,-1924
W260637-IN,871.31
S345202-IN,302.25
S343064-IN,114.45
0873634-IN,37.5
AUG1129-FC,3.62
CL47451-IN,83.82
CL49190-IN,60.28
JUL0950-FC,4.2
SEP1165-FC,2.65
PB0825-PP,-435
S034110-IN,299.28
W261223-IN,25
H75761I-IN,11.99
H76197I-IN,17.99
H76849I-IN,11.99
H77277I-IN,53.98
H77871I-IN,43.99
H77967I-IN,11.99
H78236I-IN,21.98
AUG1130-FC,3.75
JUL0951-FC,3.75
S332696-IN,299.6
SEP1166-FC,1.25
FA0525-PP,-442
FA1124-PP,-803
W265776-IN,80
PP0528-PP,-1000
PP0617-PP,-1707.9
PREPAY-PP,-200
0090525-PP,-1015
0092223-PP,-354.74
B746202-IN,-518.78
0887786-IN,21.84
0888559-IN,406.9
W265507-IN,8694.38
0032825-PP,-100
0041125-PP,-100
0042525-PP,-100
0050925-PP,-100
0052325-PP,-100
0060625-PP,-100
0062025-PP,-100
0070325-PP,-100
0071825-PP,-100
0080125-PP,-100
0081525-PP,-100
0082925-PP,-100
0091525-PP,-100
0092625-PP,-100
0101025-PP,-100
0112224-PP,-100
0120624-PP,-100
0122024-PP,-100
S345510-IN,579
0000613-PP,-14.98
AUG1132-FC,4.63
JUL0953-FC,4.63
JUN0986-FC,6.73
S067229-IN,370.19
SEP1167-FC,3.59
APR1082-FC,9.78
AUG1133-FC,9.78
FEB1208-FC,9.78
JAN1146-FC,7.52
JUL0954-FC,9.78
JUN0987-FC,9.78
MAR1184-FC,9.78
MAR1299-FC,5.32
MAY1052-FC,9.78
MAY1103-FC,8.65
NOV1219-FC,3.62
OCT1054-FC,4.48
S068299-IN,180.78
SEP1083-FC,5.33
SEP1168-FC,9.78
W228513-IN,80
W235014-IN,521.36
W265777-IN,80
AUG1134-FC,2.51
PP0616-PP,-160
W265703-IN,80
H77471I-IN,63.4
H78067I-IN,36.8
S344647-IN,327.85
0070925-PP,-20.57
0072325-PP,-100
S344025-IN,435
W261448-IN,293.92
PB92925-PP,-1621.1
0070925-PP,-41
S346558-IN,108.75
W257922-IN,40
S344966-IN,145.58
S339094-IN,152.4
H78066I-IN,5.98
H77437I-IN,22.97
H77439I-IN,5.29
CL49194-IN,597.37
H75246I-IN,26.4
H75716I-IN,6.28
H76120I-IN,209.7
H76924I-IN,9.49
H77658I-IN,32
AUG1135-FC,9.33
JUL0958-FC,9.33
JUN0993-FC,9.33
MAY1062-FC,9.33
S327659-IN,746.07
SEP1169-FC,9.33
0072624-PP,-2194.25
0872677-IN,7294.98
0874249-IN,7805.83
0874502-IN,8100.98
0874691-IN,7865.38
0875727-IN,6086.41
AUG1136-FC,358.28
SEP1170-FC,920.08
W265694-IN,125
CL49195-IN,584.52
0061725-PP,-100
0092425-PP,-150
PP1008-PP,-100
S345801-IN,526.35
S067352-IN,465.15
W265742-IN,120
W265778-IN,120
FA0525-PP,-442
AUG1139-FC,28.75
JUL0960-FC,178.17
MAY1063-FC,188.44
SEP1171-FC,42.98
0890654-IN,5089.87
0101325-PP,-55.12
0879609-IN,76
0880019-IN,133.29
0880027-IN,52.93
0880113-IN,357.33
0880316-IN,8064.55
0880326-IN,211.66
0880458-IN,167.95
0880622-IN,43.15
0881220-IN,382.21
0881239-IN,191.15
0881294-IN,529.44
0881383-IN,63.61
0881441-IN,320.71
0881491-IN,360.25
0881762-IN,80.63
0881926-IN,25.99
0882306-IN,83.78
0883038-IN,249.47
0883138-IN,35.86
0883540-IN,110.92
0884144-IN,73.25
0884151-IN,13.98
0884234-IN,616.24
0884464-IN,568.35
0884811-IN,79.85
0885114-IN,534.02
0885139-IN,12.6
0885712-IN,71.65
0886142-IN,494.06
0887346-IN,68.98
0887400-IN,92.19
0887825-IN,64.7
0888211-IN,118.82
0888716-IN,69.73
0888953-IN,84.61
0889436-IN,81.88
0890505-IN,45.13
0890599-IN,82.63
H77409I-IN,16.99
W260664-IN,88
W261443-IN,119.6
W263422-IN,42
W263490-IN,60
W265264-IN,44.1
0092425-PP,-950.89
CL49197-IN,812.6
H76536I-IN,15.24
0000210-PP,-495.3
H73594I-IN,13.75
H73607I-IN,3.49
H73608I-IN,5.49
H75966I-IN,8.59
H76391I-IN,28.99
H78025I-IN,9.84
0882047-IN,3706.1
H78295I-IN,4.5
FA0525-PP,-442
H77876I-IN,9.26
S336346-IN,693.97
AUG1141-FC,3.87
S336455-IN,532.15
SEP1172-FC,3.62
W261181-IN,80
0926CC-PP,-400
0879972-IN,400
AUG1143-FC,36.79
CL45729-IN,2169.17
CL47460-IN,2719.19
CL49199-IN,1864.22
JUL0963-FC,31.09
SEP1174-FC,48.08
W258079-IN,246.8
W258192-IN,400
W260545-IN,73.8
W262601-IN,207.8
W265779-IN,120
APR1092-FC,1.18
AUG1144-FC,1.18
